COMMAND

    echo 'The Belobog Academy has discovered a new, invasive species of algae that can double itself in one day, and in 30 days fills a whole reservoir - contaminating the water supply. How many days would it take for the algae to fill half of the reservoir?' | ./gemma --model 7b-it --compressed_weights ~/weights/gemma-7b-it-sfp/7b-it-sfp.sbs --tokenizer ~/weights/gemma-7b-it-sfp/tokenizer.spm --num_threads 1 --verbosity 0 --temperature 0

MATVEC OUTPUT TRACE

    The `gold` output matrix was produced on an avx512 machine. The
    `out` output matrix was produced on an AVX2 machine. These logs
    display the sum of absolute differences (sad) between the two output
    vectors, divided by the number of elements. Each line also displays
    the min/max value of each vector, to show the range.

[ Reading prompt ]
trace/000_000_00205.dat: sad 0.0703805 [gold -2.92438 .. 3.41655] [out -2.99703 .. 3.18784]
trace/000_000_00206.dat: sad 0.0152426 [gold -0.403205 .. 1.16251] [out -0.295188 .. 1.02399]
trace/000_000_00207.dat: sad 0.0704252 [gold -7.90188 .. 6.3813] [out -7.35633 .. 5.94775]
trace/000_000_00208.dat: sad 0.075987 [gold -3.93304 .. 2.86367] [out -3.96864 .. 3.0305]
trace/000_000_00209.dat: sad 0.0188703 [gold -0.374731 .. 1.1956] [out -0.365489 .. 0.585029]
trace/000_000_00210.dat: sad 0.11629 [gold -7.89709 .. 6.60849] [out -7.6592 .. 6.43505]
trace/000_000_00211.dat: sad 0.126065 [gold -4.54713 .. 2.69122] [out -4.35578 .. 2.76425]
trace/000_000_00212.dat: sad 0.0328226 [gold -0.374258 .. 0.401086] [out -1.00721 .. 0.418679]
trace/000_000_00213.dat: sad 0.135325 [gold -8.43064 .. 6.5841] [out -8.49124 .. 6.64902]
trace/000_000_00214.dat: sad 0.140932 [gold -3.8127 .. 2.9297] [out -4.10288 .. 2.96197]
trace/000_000_00215.dat: sad 0.0351215 [gold -1.20255 .. 0.427234] [out -1.67689 .. 0.513851]
trace/000_000_00216.dat: sad 0.0355549 [gold -6.93487 .. 6.47024] [out -7.07915 .. 6.59855]
trace/000_000_00217.dat: sad 0.0453495 [gold -4.33561 .. 2.86294] [out -4.40005 .. 2.79746]
trace/000_000_00218.dat: sad 0.00768087 [gold -0.353983 .. 0.349608] [out -0.350614 .. 0.338409]
trace/000_000_00219.dat: sad 0.026155 [gold -5.16819 .. 4.49319] [out -5.26662 .. 4.58571]
trace/000_000_00220.dat: sad 0.029041 [gold -3.53042 .. 3.73035] [out -3.43199 .. 3.73862]
trace/000_000_00221.dat: sad 0.00655239 [gold -0.294473 .. 0.310248] [out -0.297972 .. 0.310305]
trace/000_000_00222.dat: sad 0.0118411 [gold -5.91278 .. 13.0944] [out -5.99685 .. 13.072]
trace/000_000_00223.dat: sad 0.0158691 [gold -3.48259 .. 3.85042] [out -3.48944 .. 3.84306]
trace/000_000_00224.dat: sad 0.0029112 [gold -0.372636 .. 0.340229] [out -0.373891 .. 0.347728]
trace/000_000_00225.dat: sad 0.0118352 [gold -6.06793 .. 6.08172] [out -6.09118 .. 6.09335]
trace/000_000_00226.dat: sad 0.0140617 [gold -4.68135 .. 4.30013] [out -4.63806 .. 4.2916]
trace/000_000_00227.dat: sad 0.00275078 [gold -0.459944 .. 0.504528] [out -0.460892 .. 0.501285]
trace/000_000_00228.dat: sad 0.00940012 [gold -5.98894 .. 10.3077] [out -6.0629 .. 10.31]
trace/000_000_00229.dat: sad 0.0119835 [gold -3.87427 .. 3.70749] [out -3.8586 .. 3.6915]
trace/000_000_00230.dat: sad 0.00228895 [gold -0.421811 .. 0.426998] [out -0.420075 .. 0.422028]
trace/000_000_00231.dat: sad 0.00996035 [gold -5.78799 .. 5.54261] [out -5.81342 .. 5.59228]
trace/000_000_00232.dat: sad 0.0135555 [gold -4.12166 .. 4.53574] [out -4.12309 .. 4.53636]
trace/000_000_00233.dat: sad 0.0020464 [gold -0.529406 .. 0.461905] [out -0.532828 .. 0.47776]
trace/000_000_00234.dat: sad 0.0108031 [gold -6.45382 .. 5.95937] [out -6.45367 .. 6.01953]
trace/000_000_00235.dat: sad 0.0180226 [gold -3.75852 .. 3.75859] [out -3.75934 .. 3.78728]
trace/000_000_00236.dat: sad 0.00284785 [gold -0.49559 .. 0.431987] [out -0.496511 .. 0.42224]
trace/000_000_00237.dat: sad 0.0112128 [gold -6.74322 .. 6.2108] [out -6.8348 .. 6.27885]
trace/000_000_00238.dat: sad 0.0182932 [gold -3.74664 .. 3.08803] [out -3.78088 .. 3.12636]
trace/000_000_00239.dat: sad 0.00304167 [gold -0.594321 .. 0.438523] [out -0.548239 .. 0.440075]
trace/000_000_00240.dat: sad 0.00169571 [gold -4.74381 .. 4.50151] [out -4.73109 .. 4.48863]
trace/000_000_00241.dat: sad 0.00256928 [gold -4.4329 .. 4.32595] [out -4.43235 .. 4.31235]
trace/000_000_00242.dat: sad 0.000595731 [gold -5.81229 .. 2.33034] [out -5.78367 .. 2.31388]
trace/000_000_00243.dat: sad 0.0719775 [gold -4.10515 .. 3.49406] [out -4.10963 .. 3.52374]
trace/000_000_00244.dat: sad 0.0782349 [gold -3.41092 .. 3.48266] [out -3.23845 .. 3.35947]
trace/000_000_00245.dat: sad 0.0132525 [gold -0.402716 .. 1.08721] [out -0.337159 .. 0.828893]
trace/000_000_00246.dat: sad 0.0583532 [gold -5.07147 .. 4.33942] [out -4.39445 .. 3.85297]
trace/000_000_00247.dat: sad 0.0670478 [gold -3.42376 .. 3.0096] [out -3.36611 .. 2.71051]
trace/000_000_00248.dat: sad 0.0109722 [gold -0.445706 .. 0.360086] [out -0.6545 .. 0.316933]
trace/000_000_00249.dat: sad 0.0584019 [gold -3.43457 .. 3.75419] [out -3.36607 .. 3.57689]
trace/000_000_00250.dat: sad 0.072039 [gold -3.45853 .. 1.90356] [out -3.42977 .. 1.9842]
trace/000_000_00251.dat: sad 0.0106266 [gold -0.515138 .. 0.382852] [out -0.501874 .. 0.286313]
trace/000_000_00252.dat: sad 0.0578206 [gold -3.62766 .. 3.34981] [out -3.6846 .. 3.35155]
trace/000_000_00253.dat: sad 0.0661306 [gold -3.44417 .. 2.42186] [out -3.45035 .. 2.43966]
trace/000_000_00254.dat: sad 0.0115411 [gold -0.262926 .. 0.510018] [out -0.221786 .. 0.48721]
trace/000_000_00255.dat: sad 0.0690471 [gold -5.15899 .. 4.71438] [out -4.87039 .. 4.56353]
trace/000_000_00256.dat: sad 0.0818396 [gold -3.74689 .. 4.05408] [out -3.9695 .. 3.87264]
trace/000_000_00257.dat: sad 0.0166894 [gold -0.357111 .. 0.320457] [out -0.330221 .. 0.338305]
trace/000_000_00258.dat: sad 0.119131 [gold -5.42687 .. 5.10877] [out -5.94262 .. 5.30565]
trace/000_000_00259.dat: sad 0.14028 [gold -4.1075 .. 4.13496] [out -4.0439 .. 3.78546]
trace/000_000_00260.dat: sad 0.0283433 [gold -0.336524 .. 0.40117] [out -0.604654 .. 0.484572]
trace/000_000_00261.dat: sad 0.136888 [gold -5.40999 .. 5.37365] [out -5.69793 .. 5.66501]
trace/000_000_00262.dat: sad 0.153207 [gold -4.15796 .. 4.0722] [out -4.0127 .. 4.33162]
trace/000_000_00263.dat: sad 0.0326956 [gold -1.01516 .. 0.391019] [out -1.0253 .. 0.440006]
trace/000_000_00264.dat: sad 0.0386843 [gold -4.6015 .. 4.20537] [out -4.72926 .. 4.33539]
trace/000_000_00265.dat: sad 0.0488474 [gold -4.12048 .. 4.00868] [out -4.13527 .. 3.97935]
trace/000_000_00266.dat: sad 0.00864593 [gold -0.512256 .. 0.281868] [out -0.424463 .. 0.289254]
trace/000_000_00267.dat: sad 0.0247194 [gold -4.51903 .. 4.20383] [out -4.49986 .. 4.21335]
trace/000_000_00268.dat: sad 0.0259657 [gold -3.78687 .. 3.72684] [out -3.80553 .. 3.75423]
trace/000_000_00269.dat: sad 0.00448592 [gold -0.210514 .. 0.441885] [out -0.199979 .. 0.429237]
trace/000_000_00270.dat: sad 0.0125772 [gold -4.93493 .. 4.59456] [out -4.92939 .. 4.63567]
trace/000_000_00271.dat: sad 0.0167716 [gold -4.06706 .. 5.5889] [out -4.09898 .. 5.59355]
trace/000_000_00272.dat: sad 0.00271453 [gold -0.282382 .. 0.325545] [out -0.285066 .. 0.318535]
trace/000_000_00273.dat: sad 0.0111518 [gold -5.1484 .. 4.82681] [out -5.22431 .. 4.86596]
trace/000_000_00274.dat: sad 0.0148381 [gold -4.54949 .. 6.53935] [out -4.54224 .. 6.57462]
trace/000_000_00275.dat: sad 0.00227084 [gold -0.300011 .. 0.468244] [out -0.298725 .. 0.466249]
trace/000_000_00276.dat: sad 0.0103704 [gold -5.08685 .. 5.10923] [out -5.14162 .. 5.10378]
trace/000_000_00277.dat: sad 0.0122736 [gold -4.21848 .. 6.26087] [out -4.19965 .. 6.27864]
trace/000_000_00278.dat: sad 0.00215998 [gold -0.313066 .. 0.39796] [out -0.307844 .. 0.394291]
trace/000_000_00279.dat: sad 0.0113555 [gold -4.65462 .. 4.44381] [out -4.6626 .. 4.44041]
trace/000_000_00280.dat: sad 0.0136522 [gold -3.79474 .. 5.93952] [out -3.77475 .. 5.93987]
trace/000_000_00281.dat: sad 0.00233179 [gold -0.402467 .. 0.322844] [out -0.399543 .. 0.317697]
trace/000_000_00282.dat: sad 0.0118745 [gold -5.23173 .. 5.2689] [out -5.25488 .. 5.33566]
trace/000_000_00283.dat: sad 0.0163392 [gold -4.00654 .. 3.76623] [out -3.99838 .. 3.81036]
trace/000_000_00284.dat: sad 0.00290441 [gold -0.437562 .. 0.432072] [out -0.440019 .. 0.433993]
trace/000_000_00285.dat: sad 0.013199 [gold -5.23044 .. 5.53483] [out -5.26385 .. 5.58017]
trace/000_000_00286.dat: sad 0.0168211 [gold -4.10922 .. 3.91688] [out -4.07516 .. 3.93455]
trace/000_000_00287.dat: sad 0.00335093 [gold -0.359775 .. 0.402274] [out -0.358557 .. 0.404077]
trace/000_000_00288.dat: sad 0.00157986 [gold -6.24311 .. 3.27641] [out -6.24254 .. 3.26821]
trace/000_000_00289.dat: sad 0.00212081 [gold -2.56138 .. 3.93883] [out -2.55647 .. 3.93145]
trace/000_000_00290.dat: sad 0.000436065 [gold -3.41489 .. 2.61374] [out -3.40346 .. 2.6043]
trace/000_000_00291.dat: sad 0.0687727 [gold -3.29465 .. 4.28291] [out -2.89839 .. 3.96949]
trace/000_000_00292.dat: sad 0.0849649 [gold -3.30869 .. 2.8776] [out -3.16338 .. 2.81404]
trace/000_000_00293.dat: sad 0.0121617 [gold -0.313991 .. 0.994938] [out -0.286563 .. 0.778902]
trace/000_000_00294.dat: sad 0.0501004 [gold -4.32409 .. 3.27496] [out -3.89994 .. 2.94624]
trace/000_000_00295.dat: sad 0.0741711 [gold -3.46793 .. 2.66034] [out -3.24473 .. 2.3665]
trace/000_000_00296.dat: sad 0.00904299 [gold -0.379485 .. 0.252964] [out -0.692205 .. 0.260657]
trace/000_000_00297.dat: sad 0.0570374 [gold -2.82157 .. 2.88834] [out -2.77774 .. 2.72428]
trace/000_000_00298.dat: sad 0.0820758 [gold -2.97797 .. 2.60518] [out -2.9623 .. 2.00876]
trace/000_000_00299.dat: sad 0.011323 [gold -0.538 .. 0.403283] [out -0.535193 .. 0.158299]
trace/000_000_00300.dat: sad 0.0596121 [gold -3.65484 .. 3.10612] [out -3.78973 .. 3.2631]
trace/000_000_00301.dat: sad 0.0851837 [gold -3.38459 .. 2.41151] [out -4.05019 .. 2.32988]
trace/000_000_00302.dat: sad 0.0124614 [gold -0.250355 .. 0.172517] [out -0.438494 .. 0.164125]
trace/000_000_00303.dat: sad 0.0685614 [gold -3.42044 .. 6.69943] [out -3.57221 .. 6.40084]
trace/000_000_00304.dat: sad 0.0837693 [gold -3.82717 .. 3.04459] [out -3.82234 .. 2.76378]
trace/000_000_00305.dat: sad 0.0161925 [gold -0.255085 .. 0.305675] [out -0.637465 .. 0.309631]
trace/000_000_00306.dat: sad 0.120394 [gold -4.32246 .. 6.21192] [out -4.27875 .. 6.06447]
trace/000_000_00307.dat: sad 0.136359 [gold -4.33976 .. 2.65325] [out -4.17742 .. 2.78223]
trace/000_000_00308.dat: sad 0.0242418 [gold -1.01558 .. 0.268564] [out -1.48299 .. 0.364978]
trace/000_000_00309.dat: sad 0.138245 [gold -4.30317 .. 6.40427] [out -4.54872 .. 6.50164]
trace/000_000_00310.dat: sad 0.155561 [gold -5.47129 .. 3.20528] [out -5.56986 .. 3.10013]
trace/000_000_00311.dat: sad 0.0285589 [gold -1.23769 .. 0.315402] [out -1.80677 .. 0.347163]
trace/000_000_00312.dat: sad 0.0513359 [gold -4.0235 .. 4.65509] [out -4.02137 .. 4.66828]
trace/000_000_00313.dat: sad 0.0609458 [gold -4.01333 .. 6.27032] [out -3.94986 .. 6.11773]
trace/000_000_00314.dat: sad 0.011863 [gold -1.2644 .. 0.360911] [out -1.04483 .. 0.343455]
trace/000_000_00315.dat: sad 0.0344482 [gold -3.24417 .. 3.38015] [out -3.27087 .. 3.37693]
trace/000_000_00316.dat: sad 0.0431944 [gold -4.41923 .. 4.84329] [out -4.4361 .. 4.81005]
trace/000_000_00317.dat: sad 0.007136 [gold -0.628196 .. 0.280062] [out -0.564198 .. 0.261567]
trace/000_000_00318.dat: sad 0.0220795 [gold -3.38916 .. 4.57133] [out -3.44306 .. 4.55492]
trace/000_000_00319.dat: sad 0.0288016 [gold -4.22371 .. 3.10946] [out -4.20865 .. 3.15586]
trace/000_000_00320.dat: sad 0.00461692 [gold -0.744062 .. 0.31835] [out -0.694476 .. 0.324889]
trace/000_000_00321.dat: sad 0.029799 [gold -3.91756 .. 4.76981] [out -3.95663 .. 4.8132]
trace/000_000_00322.dat: sad 0.0421643 [gold -4.18851 .. 2.8627] [out -4.15124 .. 2.88891]
trace/000_000_00323.dat: sad 0.00636705 [gold -0.269713 .. 0.35569] [out -0.263851 .. 0.350579]
trace/000_000_00324.dat: sad 0.0171731 [gold -4.07348 .. 4.72194] [out -4.10234 .. 4.74299]
trace/000_000_00325.dat: sad 0.0233502 [gold -3.91163 .. 3.5901] [out -3.8947 .. 3.60691]
trace/000_000_00326.dat: sad 0.00334623 [gold -0.319742 .. 0.357189] [out -0.305493 .. 0.359171]
trace/000_000_00327.dat: sad 0.0160252 [gold -4.51416 .. 4.46806] [out -4.57253 .. 4.4799]
trace/000_000_00328.dat: sad 0.021898 [gold -4.03352 .. 2.99023] [out -4.05113 .. 2.96609]
trace/000_000_00329.dat: sad 0.00284579 [gold -0.408328 .. 0.363941] [out -0.41578 .. 0.366581]
trace/000_000_00330.dat: sad 0.0189069 [gold -4.18417 .. 4.72157] [out -4.19291 .. 4.76202]
trace/000_000_00331.dat: sad 0.0262256 [gold -3.82138 .. 2.72008] [out -3.80484 .. 2.72162]
trace/000_000_00332.dat: sad 0.00378632 [gold -0.510997 .. 0.255692] [out -0.443839 .. 0.249831]
trace/000_000_00333.dat: sad 0.017286 [gold -4.30246 .. 4.33056] [out -4.27983 .. 4.3378]
trace/000_000_00334.dat: sad 0.0222753 [gold -3.64223 .. 2.83432] [out -3.69765 .. 2.8465]
trace/000_000_00335.dat: sad 0.00353717 [gold -0.754081 .. 0.343214] [out -0.741477 .. 0.339346]
trace/000_000_00336.dat: sad 0.00200573 [gold -4.39449 .. 4.61349] [out -4.39103 .. 4.61074]
trace/000_000_00337.dat: sad 0.00276279 [gold -2.93245 .. 3.62776] [out -2.93554 .. 3.62278]
trace/000_000_00338.dat: sad 0.000521734 [gold -2.11978 .. 2.70313] [out -2.10786 .. 2.69014]
trace/000_000_00339.dat: sad 0.0792131 [gold -3.23014 .. 3.80063] [out -3.35746 .. 3.95499]
trace/000_000_00340.dat: sad 0.0950848 [gold -3.96422 .. 2.21589] [out -4.0371 .. 2.2353]
trace/000_000_00341.dat: sad 0.00978782 [gold -0.264576 .. 0.227604] [out -0.273117 .. 0.205872]
trace/000_000_00342.dat: sad 0.050615 [gold -2.074 .. 2.73653] [out -2.0794 .. 2.71323]
trace/000_000_00343.dat: sad 0.0559606 [gold -3.40282 .. 1.76256] [out -3.30261 .. 1.65342]
trace/000_000_00344.dat: sad 0.00737874 [gold -0.944341 .. 0.164812] [out -1.14956 .. 0.147325]
trace/000_000_00345.dat: sad 0.0817589 [gold -3.17407 .. 3.44453] [out -3.31448 .. 3.54128]
trace/000_000_00346.dat: sad 0.107219 [gold -3.32534 .. 1.51246] [out -3.34991 .. 1.64846]
trace/000_000_00347.dat: sad 0.0113 [gold -0.650229 .. 0.175294] [out -1.06104 .. 0.142438]
trace/000_000_00348.dat: sad 0.0788138 [gold -3.44142 .. 3.68506] [out -3.86496 .. 4.04198]
trace/000_000_00349.dat: sad 0.127616 [gold -3.35436 .. 1.80516] [out -3.60605 .. 1.96619]
trace/000_000_00350.dat: sad 0.0111836 [gold -1.22636 .. 0.313897] [out -1.61902 .. 0.250259]
trace/000_000_00351.dat: sad 0.0833376 [gold -4.06081 .. 3.61326] [out -4.30762 .. 3.94189]
trace/000_000_00352.dat: sad 0.131726 [gold -3.83308 .. 2.08507] [out -3.84728 .. 1.99158]
trace/000_000_00353.dat: sad 0.0124759 [gold -1.09491 .. 0.251051] [out -1.53389 .. 0.243424]
trace/000_000_00354.dat: sad 0.148923 [gold -4.31511 .. 4.3299] [out -4.69413 .. 5.12604]
trace/000_000_00355.dat: sad 0.174025 [gold -4.68967 .. 2.94631] [out -5.20828 .. 2.86189]
trace/000_000_00356.dat: sad 0.02249 [gold -1.30634 .. 0.283604] [out -1.65386 .. 0.3077]
trace/000_000_00357.dat: sad 0.175804 [gold -4.37946 .. 4.09158] [out -4.32176 .. 4.32698]
trace/000_000_00358.dat: sad 0.201665 [gold -4.50321 .. 2.57738] [out -5.20306 .. 2.7637]
trace/000_000_00359.dat: sad 0.0255225 [gold -1.67025 .. 0.352886] [out -1.69036 .. 0.28048]
trace/000_000_00360.dat: sad 0.0694293 [gold -4.00526 .. 4.32338] [out -3.94006 .. 4.33275]
trace/000_000_00361.dat: sad 0.0791749 [gold -4.2103 .. 4.90633] [out -4.3798 .. 4.91897]
trace/000_000_00362.dat: sad 0.0105436 [gold -1.51254 .. 0.280903] [out -1.35371 .. 0.287377]
trace/000_000_00363.dat: sad 0.0545798 [gold -3.77026 .. 4.75343] [out -3.76186 .. 4.83901]
trace/000_000_00364.dat: sad 0.0596349 [gold -4.06708 .. 3.65834] [out -4.12605 .. 3.68441]
trace/000_000_00365.dat: sad 0.00787336 [gold -1.47561 .. 0.216629] [out -1.38208 .. 0.218416]
trace/000_000_00366.dat: sad 0.0326946 [gold -3.49886 .. 4.3319] [out -3.45098 .. 4.38564]
trace/000_000_00367.dat: sad 0.0403047 [gold -4.35622 .. 3.92792] [out -4.20508 .. 3.87279]
trace/000_000_00368.dat: sad 0.00478961 [gold -1.48255 .. 0.303593] [out -1.37633 .. 0.304427]
trace/000_000_00369.dat: sad 0.0478538 [gold -4.2538 .. 4.20856] [out -4.13899 .. 4.21626]
trace/000_000_00370.dat: sad 0.0586979 [gold -4.48152 .. 2.54419] [out -4.45271 .. 2.48711]
trace/000_000_00371.dat: sad 0.00715339 [gold -1.65989 .. 0.306107] [out -1.47706 .. 0.299041]
trace/000_000_00372.dat: sad 0.0257967 [gold -3.46984 .. 4.21459] [out -3.46403 .. 4.2571]
trace/000_000_00373.dat: sad 0.0326089 [gold -4.09443 .. 4.67022] [out -4.09389 .. 4.64127]
trace/000_000_00374.dat: sad 0.00383287 [gold -0.922313 .. 0.265761] [out -0.83406 .. 0.257981]
trace/000_000_00375.dat: sad 0.0315931 [gold -3.67567 .. 4.17825] [out -3.53617 .. 4.14195]
trace/000_000_00376.dat: sad 0.0390846 [gold -4.25721 .. 4.42843] [out -4.27069 .. 4.41625]
trace/000_000_00377.dat: sad 0.00446106 [gold -1.01037 .. 0.229196] [out -0.919969 .. 0.229305]
trace/000_000_00378.dat: sad 0.0317661 [gold -5.71581 .. 3.96682] [out -5.91248 .. 3.94349]
trace/000_000_00379.dat: sad 0.03935 [gold -4.88876 .. 3.61174] [out -4.94095 .. 3.61491]
trace/000_000_00380.dat: sad 0.00505921 [gold -0.999416 .. 0.298319] [out -0.948093 .. 0.295897]
trace/000_000_00381.dat: sad 0.0343844 [gold -5.94656 .. 4.44603] [out -6.1341 .. 4.46697]
trace/000_000_00382.dat: sad 0.0409417 [gold -5.23939 .. 3.78111] [out -5.31554 .. 3.6263]
trace/000_000_00383.dat: sad 0.00542018 [gold -1.38864 .. 0.304562] [out -1.28722 .. 0.3019]
trace/000_000_00384.dat: sad 0.00162249 [gold -3.85129 .. 3.81497] [out -3.85785 .. 3.82016]
trace/000_000_00385.dat: sad 0.00224163 [gold -2.47902 .. 3.82309] [out -2.48291 .. 3.82141]
trace/000_000_00386.dat: sad 0.000273921 [gold -2.17196 .. 2.33416] [out -2.1743 .. 2.32252]
trace/000_000_00387.dat: sad 0.0587111 [gold -4.67035 .. 3.0259] [out -4.43481 .. 2.99293]
trace/000_000_00388.dat: sad 0.0649687 [gold -3.34543 .. 2.98636] [out -3.34707 .. 2.80326]
trace/000_000_00389.dat: sad 0.00831497 [gold -0.144162 .. 0.709783] [out -0.150216 .. 0.482494]
trace/000_000_00390.dat: sad 0.0366916 [gold -3.33698 .. 2.11467] [out -3.13753 .. 1.9818]
trace/000_000_00391.dat: sad 0.0436489 [gold -2.78052 .. 2.56305] [out -2.67576 .. 2.43989]
trace/000_000_00392.dat: sad 0.00523191 [gold -0.935203 .. 0.115414] [out -0.919197 .. 0.100701]
trace/000_000_00393.dat: sad 0.0735802 [gold -4.18303 .. 2.94881] [out -3.73337 .. 3.30864]
trace/000_000_00394.dat: sad 0.0854899 [gold -3.81799 .. 3.07859] [out -3.35542 .. 3.00274]
trace/000_000_00395.dat: sad 0.0111132 [gold -0.833838 .. 0.147959] [out -1.03678 .. 0.133999]
trace/000_000_00396.dat: sad 0.0684618 [gold -3.50734 .. 3.09248] [out -3.32649 .. 3.16494]
trace/000_000_00397.dat: sad 0.0790153 [gold -3.1716 .. 5.40702] [out -3.06099 .. 5.01685]
trace/000_000_00398.dat: sad 0.0111297 [gold -0.16322 .. 0.1672] [out -0.382926 .. 0.145096]
trace/000_000_00399.dat: sad 0.0730261 [gold -5.12352 .. 3.28586] [out -5.0429 .. 3.41876]
trace/000_000_00400.dat: sad 0.0865969 [gold -3.48976 .. 2.55148] [out -3.8134 .. 2.62798]
trace/000_000_00401.dat: sad 0.010665 [gold -0.195633 .. 0.191045] [out -0.179993 .. 0.187106]
trace/000_000_00402.dat: sad 0.129817 [gold -6.06666 .. 3.98198] [out -6.4331 .. 4.24309]
trace/000_000_00403.dat: sad 0.15222 [gold -4.2617 .. 2.63314] [out -4.66127 .. 2.63238]
trace/000_000_00404.dat: sad 0.0191328 [gold -0.545318 .. 0.195363] [out -0.822776 .. 0.200728]
trace/000_000_00405.dat: sad 0.158859 [gold -6.77442 .. 4.19122] [out -6.91629 .. 4.5793]
trace/000_000_00406.dat: sad 0.181207 [gold -4.34381 .. 3.58347] [out -4.44933 .. 3.31534]
trace/000_000_00407.dat: sad 0.0234464 [gold -0.212726 .. 0.18302] [out -0.593626 .. 0.226529]
trace/000_000_00408.dat: sad 0.0551889 [gold -5.30954 .. 3.49493] [out -5.19451 .. 3.50296]
trace/000_000_00409.dat: sad 0.0642801 [gold -3.85456 .. 2.61323] [out -3.83805 .. 2.58769]
trace/000_000_00410.dat: sad 0.00897423 [gold -0.241173 .. 0.224401] [out -0.225782 .. 0.217725]
trace/000_000_00411.dat: sad 0.0395195 [gold -5.23918 .. 3.7857] [out -5.15672 .. 3.69904]
trace/000_000_00412.dat: sad 0.0501966 [gold -3.72801 .. 4.7816] [out -3.60536 .. 4.88521]
trace/000_000_00413.dat: sad 0.00564089 [gold -0.210339 .. 0.218678] [out -0.200539 .. 0.216923]
trace/000_000_00414.dat: sad 0.0248438 [gold -4.72953 .. 3.68208] [out -4.69644 .. 3.63721]
trace/000_000_00415.dat: sad 0.0316259 [gold -4.46055 .. 3.83834] [out -4.44301 .. 3.87112]
trace/000_000_00416.dat: sad 0.00441776 [gold -0.268275 .. 0.227265] [out -0.256391 .. 0.236044]
trace/000_000_00417.dat: sad 0.0332224 [gold -5.32359 .. 3.18164] [out -5.28514 .. 3.17399]
trace/000_000_00418.dat: sad 0.0398178 [gold -4.6154 .. 5.6329] [out -4.52972 .. 5.67959]
trace/000_000_00419.dat: sad 0.00545522 [gold -0.572572 .. 0.253954] [out -0.521076 .. 0.249298]
trace/000_000_00420.dat: sad 0.019865 [gold -5.34616 .. 3.47211] [out -5.33742 .. 3.44601]
trace/000_000_00421.dat: sad 0.0248863 [gold -4.04224 .. 4.34315] [out -4.06361 .. 4.42807]
trace/000_000_00422.dat: sad 0.00355736 [gold -0.482865 .. 0.24206] [out -0.451567 .. 0.243454]
trace/000_000_00423.dat: sad 0.0226909 [gold -5.32142 .. 3.83987] [out -5.33906 .. 3.82444]
trace/000_000_00424.dat: sad 0.0286655 [gold -4.3169 .. 3.69925] [out -4.32423 .. 3.72812]
trace/000_000_00425.dat: sad 0.00378743 [gold -0.397242 .. 0.243542] [out -0.368033 .. 0.246303]
trace/000_000_00426.dat: sad 0.0232125 [gold -5.52581 .. 4.96496] [out -5.53223 .. 4.92084]
trace/000_000_00427.dat: sad 0.0290677 [gold -4.10251 .. 3.50343] [out -4.10857 .. 3.54896]
trace/000_000_00428.dat: sad 0.0048673 [gold -0.261283 .. 0.26069] [out -0.271455 .. 0.251007]
trace/000_000_00429.dat: sad 0.0229406 [gold -6.20051 .. 4.75123] [out -6.21234 .. 4.71589]
trace/000_000_00430.dat: sad 0.0268613 [gold -4.02705 .. 4.4046] [out -4.04437 .. 4.44199]
trace/000_000_00431.dat: sad 0.0039755 [gold -0.288496 .. 0.427171] [out -0.290774 .. 0.469983]
trace/000_000_00432.dat: sad 0.00139134 [gold -2.87652 .. 3.95298] [out -2.87906 .. 3.96353]
trace/000_000_00433.dat: sad 0.00186951 [gold -2.37633 .. 3.13537] [out -2.3755 .. 3.13874]
trace/000_000_00434.dat: sad 0.00020706 [gold -1.91518 .. 0.981417] [out -1.91903 .. 0.977277]
trace/000_000_00435.dat: sad 0.0450429 [gold -4.10314 .. 2.26912] [out -3.87546 .. 2.24068]
trace/000_000_00436.dat: sad 0.051094 [gold -2.54385 .. 3.8376] [out -2.72006 .. 3.79325]
trace/000_000_00437.dat: sad 0.00802726 [gold -0.183015 .. 0.475246] [out -0.171311 .. 0.4551]
trace/000_000_00438.dat: sad 0.0289147 [gold -3.40698 .. 1.77118] [out -3.06719 .. 1.71972]
trace/000_000_00439.dat: sad 0.0459567 [gold -2.60738 .. 2.94056] [out -2.44703 .. 2.76972]
trace/000_000_00440.dat: sad 0.004804 [gold -0.487249 .. 0.204041] [out -0.733156 .. 0.136978]
trace/000_000_00441.dat: sad 0.0635553 [gold -5.15689 .. 2.88811] [out -4.75595 .. 3.12012]
trace/000_000_00442.dat: sad 0.0772204 [gold -3.33535 .. 4.14484] [out -2.9226 .. 4.08925]
trace/000_000_00443.dat: sad 0.0111473 [gold -1.53857 .. 0.172766] [out -1.78071 .. 0.170633]
trace/000_000_00444.dat: sad 0.0579373 [gold -4.82814 .. 2.77739] [out -4.66322 .. 3.02152]
trace/000_000_00445.dat: sad 0.0654494 [gold -3.30543 .. 4.13877] [out -2.95578 .. 4.11899]
trace/000_000_00446.dat: sad 0.0100081 [gold -0.140505 .. 0.119891] [out -0.243538 .. 0.117462]
trace/000_000_00447.dat: sad 0.0621754 [gold -5.76556 .. 3.30404] [out -6.00705 .. 3.34327]
trace/000_000_00448.dat: sad 0.0701841 [gold -3.37796 .. 3.72663] [out -3.23895 .. 3.85046]
