COMMAND

    echo 'The Belobog Academy has discovered a new, invasive species of algae that can double itself in one day, and in 30 days fills a whole reservoir - contaminating the water supply. How many days would it take for the algae to fill half of the reservoir?' | ./gemma --model 7b-it --compressed_weights ~/weights/gemma-7b-it-sfp/7b-it-sfp.sbs --tokenizer ~/weights/gemma-7b-it-sfp/tokenizer.spm --num_threads 1 --verbosity 0 --temperature 0

MATVEC OUTPUT TRACE

    The `gold` output matrix was produced on an avx512 machine. The
    `out` output matrix was produced on an AVX2 machine. These logs
    display the sum of absolute differences (sad) between the two output
    vectors, divided by the number of elements. Each line also displays
    the min/max value of each vector, to show the range.

[ Reading prompt ]
trace/000_048_00078.dat: sad 0.787393 [gold -15.8061 .. 15.8179] [out -13.6644 .. 17.0395]
trace/000_048_00079.dat: sad 0.755402 [gold -12.1641 .. 8.99951] [out -9.89633 .. 9.07783]
trace/000_048_00080.dat: sad 0.243249 [gold -2.19437 .. 1.8448] [out -2.20411 .. 3.83416]
trace/000_048_00081.dat: sad 0.726386 [gold -17.1394 .. 19.0954] [out -15.2871 .. 17.41]
trace/000_048_00082.dat: sad 0.723673 [gold -9.85047 .. 9.8332] [out -9.4175 .. 9.7107]
trace/000_048_00083.dat: sad 0.115393 [gold -1.43344 .. 0.969553] [out -2.8302 .. 1.77281]
trace/000_048_00084.dat: sad 37.4322 [gold 49.1882 .. 231.152] [out 156.899 .. 269.519]
 willtrace/000_049_00000.dat: sad 1.02856 [gold -26.8411 .. 28.2661] [out -32.7982 .. 31.7597]
trace/000_049_00001.dat: sad 0.568794 [gold -9.98137 .. 13.2173] [out -9.3325 .. 16.8229]
trace/000_049_00002.dat: sad 0.572139 [gold -4.56713 .. 5.13456] [out -3.79057 .. 2.76747]
trace/000_049_00003.dat: sad 0.523732 [gold -7.40861 .. 10.0716] [out -4.93882 .. 8.15648]
trace/000_049_00004.dat: sad 0.54109 [gold -9.56545 .. 8.0927] [out -9.13361 .. 4.58643]
trace/000_049_00005.dat: sad 0.195623 [gold -0.894036 .. 1.81909] [out -1.05797 .. 2.42081]
trace/000_049_00006.dat: sad 0.689195 [gold -14.4008 .. 14.0272] [out -14.8182 .. 14.6797]
trace/000_049_00007.dat: sad 0.628774 [gold -5.62017 .. 5.55513] [out -5.57048 .. 3.96746]
trace/000_049_00008.dat: sad 0.137033 [gold -0.653013 .. 1.26146] [out -0.410389 .. 1.09202]
trace/000_049_00009.dat: sad 0.683859 [gold -10.748 .. 11.0016] [out -9.76983 .. 9.44448]
trace/000_049_00010.dat: sad 0.634124 [gold -4.8676 .. 3.20401] [out -4.8168 .. 4.77468]
trace/000_049_00011.dat: sad 0.0977949 [gold -0.393287 .. 1.28244] [out -0.352987 .. 1.03512]
trace/000_049_00012.dat: sad 0.522243 [gold -7.03744 .. 6.4284] [out -6.13766 .. 5.43417]
trace/000_049_00013.dat: sad 0.517109 [gold -4.40709 .. 2.55435] [out -4.24527 .. 3.13898]
trace/000_049_00014.dat: sad 0.0985198 [gold -0.436794 .. 0.862863] [out -0.328464 .. 1.06644]
trace/000_049_00015.dat: sad 0.472849 [gold -5.66836 .. 5.96732] [out -6.55334 .. 4.44784]
trace/000_049_00016.dat: sad 0.484237 [gold -5.51602 .. 4.2206] [out -3.92516 .. 5.40344]
trace/000_049_00017.dat: sad 0.0921739 [gold -0.529287 .. 0.643615] [out -0.339616 .. 0.411544]
trace/000_049_00018.dat: sad 0.434299 [gold -4.30986 .. 4.77871] [out -4.66475 .. 4.2181]
trace/000_049_00019.dat: sad 0.450646 [gold -3.93903 .. 3.33744] [out -3.80081 .. 4.23553]
trace/000_049_00020.dat: sad 0.0650187 [gold -0.25429 .. 0.226728] [out -0.219591 .. 0.275755]
trace/000_049_00021.dat: sad 0.484305 [gold -4.27593 .. 4.2845] [out -3.1798 .. 3.47855]
trace/000_049_00022.dat: sad 0.486193 [gold -4.30581 .. 2.98431] [out -4.19274 .. 4.70814]
trace/000_049_00023.dat: sad 0.0642307 [gold -0.325001 .. 0.277791] [out -0.296877 .. 0.196923]
trace/000_049_00024.dat: sad 0.404652 [gold -6.39098 .. 5.2226] [out -5.75639 .. 3.7633]
trace/000_049_00025.dat: sad 0.447671 [gold -3.8754 .. 3.93726] [out -3.96195 .. 3.02223]
trace/000_049_00026.dat: sad 0.050815 [gold -0.199941 .. 0.407548] [out -0.170461 .. 0.414586]
trace/000_049_00027.dat: sad 0.361152 [gold -7.41514 .. 3.56254] [out -6.47977 .. 3.17091]
trace/000_049_00028.dat: sad 0.401821 [gold -3.97664 .. 3.60652] [out -3.33009 .. 3.74999]
trace/000_049_00029.dat: sad 0.0651557 [gold -0.221299 .. 0.610479] [out -0.272224 .. 0.195594]
trace/000_049_00030.dat: sad 0.376439 [gold -6.43916 .. 5.82789] [out -5.53677 .. 4.85902]
trace/000_049_00031.dat: sad 0.427414 [gold -3.86761 .. 5.71203] [out -4.23694 .. 5.09715]
trace/000_049_00032.dat: sad 0.0598221 [gold -0.212893 .. 0.467162] [out -0.229949 .. 0.526375]
trace/000_049_00033.dat: sad 0.413582 [gold -3.31414 .. 2.96762] [out -2.14255 .. 2.06969]
trace/000_049_00034.dat: sad 0.428003 [gold -3.05223 .. 4.18249] [out -3.33491 .. 3.15304]
trace/000_049_00035.dat: sad 0.0726247 [gold -0.256427 .. 0.303297] [out -0.173992 .. 0.170784]
trace/000_049_00036.dat: sad 0.401251 [gold -7.21022 .. 7.69166] [out -6.56678 .. 6.75364]
trace/000_049_00037.dat: sad 0.443197 [gold -3.74686 .. 3.49042] [out -3.79452 .. 2.61264]
trace/000_049_00038.dat: sad 0.0539902 [gold -0.196141 .. 0.23721] [out -0.178639 .. 0.386407]
trace/000_049_00039.dat: sad 0.372473 [gold -3.66544 .. 2.53412] [out -2.63229 .. 2.59601]
trace/000_049_00040.dat: sad 0.400858 [gold -3.39746 .. 4.5703] [out -3.71784 .. 3.23916]
trace/000_049_00041.dat: sad 0.0576062 [gold -0.226075 .. 0.190779] [out -0.179938 .. 0.282761]
trace/000_049_00042.dat: sad 0.420945 [gold -2.7134 .. 2.93651] [out -2.55319 .. 2.68565]
trace/000_049_00043.dat: sad 0.424939 [gold -3.28237 .. 3.36551] [out -4.02269 .. 2.68783]
trace/000_049_00044.dat: sad 0.0597582 [gold -0.211989 .. 0.201051] [out -0.219582 .. 0.245917]
trace/000_049_00045.dat: sad 0.466999 [gold -3.30933 .. 2.6622] [out -2.68932 .. 2.99932]
trace/000_049_00046.dat: sad 0.472952 [gold -3.10854 .. 4.00178] [out -3.90389 .. 4.58102]
trace/000_049_00047.dat: sad 0.0790837 [gold -0.669528 .. 0.270093] [out -0.387525 .. 0.325686]
trace/000_049_00048.dat: sad 0.473293 [gold -3.01525 .. 2.80949] [out -3.09808 .. 2.43793]
trace/000_049_00049.dat: sad 0.465799 [gold -3.8602 .. 3.54178] [out -3.67163 .. 3.10537]
trace/000_049_00050.dat: sad 0.0885761 [gold -0.493402 .. 0.282443] [out -0.331686 .. 0.787585]
trace/000_049_00051.dat: sad 0.468798 [gold -4.19209 .. 6.60788] [out -3.83091 .. 6.07187]
trace/000_049_00052.dat: sad 0.469643 [gold -3.27093 .. 2.71802] [out -4.20172 .. 3.98846]
trace/000_049_00053.dat: sad 0.0886836 [gold -0.359335 .. 0.300357] [out -0.346735 .. 0.362809]
trace/000_049_00054.dat: sad 0.509738 [gold -8.06173 .. 8.46986] [out -8.41562 .. 8.86902]
trace/000_049_00055.dat: sad 0.527392 [gold -4.18797 .. 4.21727] [out -4.61807 .. 4.64809]
trace/000_049_00056.dat: sad 0.0938985 [gold -0.331601 .. 0.329172] [out -0.33535 .. 0.413255]
trace/000_049_00057.dat: sad 0.556116 [gold -5.8982 .. 6.59601] [out -5.40136 .. 5.30362]
trace/000_049_00058.dat: sad 0.55226 [gold -4.08725 .. 3.68401] [out -4.43076 .. 3.84659]
trace/000_049_00059.dat: sad 0.113259 [gold -0.358867 .. 0.356147] [out -0.357153 .. 0.425971]
trace/000_049_00060.dat: sad 0.604375 [gold -7.02386 .. 5.58814] [out -6.94093 .. 5.64595]
trace/000_049_00061.dat: sad 0.637636 [gold -4.68148 .. 5.52653] [out -4.78275 .. 4.21969]
trace/000_049_00062.dat: sad 0.119282 [gold -0.791143 .. 0.400703] [out -0.393664 .. 0.39984]
trace/000_049_00063.dat: sad 0.659847 [gold -5.03488 .. 9.70063] [out -4.94165 .. 11.8735]
trace/000_049_00064.dat: sad 0.699964 [gold -5.28224 .. 3.85223] [out -5.02279 .. 5.01762]
trace/000_049_00065.dat: sad 0.116907 [gold -0.413453 .. 0.409121] [out -0.595933 .. 0.451318]
trace/000_049_00066.dat: sad 0.771439 [gold -7.66013 .. 4.60653] [out -9.2225 .. 5.90664]
trace/000_049_00067.dat: sad 0.806208 [gold -7.29728 .. 4.41435] [out -5.4711 .. 6.00113]
trace/000_049_00068.dat: sad 0.126061 [gold -0.426202 .. 0.387907] [out -0.721892 .. 0.458397]
trace/000_049_00069.dat: sad 0.780811 [gold -5.11091 .. 8.1553] [out -6.76333 .. 8.49059]
trace/000_049_00070.dat: sad 0.803636 [gold -5.08881 .. 5.11138] [out -6.18802 .. 6.42062]
trace/000_049_00071.dat: sad 0.167275 [gold -1.02633 .. 0.433487] [out -1.24385 .. 0.656582]
trace/000_049_00072.dat: sad 0.801418 [gold -6.5164 .. 14.6692] [out -6.27902 .. 16.0216]
trace/000_049_00073.dat: sad 0.824602 [gold -6.13298 .. 7.32052] [out -6.1882 .. 7.789]
trace/000_049_00074.dat: sad 0.153326 [gold -1.0254 .. 0.795932] [out -1.54171 .. 0.864839]
trace/000_049_00075.dat: sad 0.770659 [gold -16.1778 .. 18.4587] [out -16.6676 .. 17.1432]
trace/000_049_00076.dat: sad 0.741666 [gold -9.79562 .. 7.04997] [out -8.38637 .. 7.00796]
trace/000_049_00077.dat: sad 0.160501 [gold -1.97853 .. 1.01957] [out -1.70319 .. 1.1569]
trace/000_049_00078.dat: sad 0.749244 [gold -15.4481 .. 16.5903] [out -15.1304 .. 17.6812]
trace/000_049_00079.dat: sad 0.708441 [gold -12.6456 .. 9.3158] [out -11.0316 .. 9.28446]
trace/000_049_00080.dat: sad 0.12074 [gold -2.14488 .. 3.04262] [out -1.90249 .. 2.63588]
trace/000_049_00081.dat: sad 0.677348 [gold -19.0517 .. 18.5457] [out -16.9122 .. 17.6142]
trace/000_049_00082.dat: sad 0.658053 [gold -11.0321 .. 10.6275] [out -10.4855 .. 9.65638]
trace/000_049_00083.dat: sad 0.131583 [gold -1.80972 .. 1.42116] [out -2.36559 .. 1.67453]
trace/000_049_00084.dat: sad 9.64034 [gold 112.194 .. 258.495] [out 146.916 .. 267.903]
 betrace/000_050_00000.dat: sad 0.790085 [gold -47.4646 .. 47.113] [out -47.4894 .. 44.7808]
trace/000_050_00001.dat: sad 0.376 [gold -9.46243 .. 15.2462] [out -10.6248 .. 18.6538]
trace/000_050_00002.dat: sad 0.456269 [gold -5.24698 .. 4.18818] [out -3.78507 .. 4.02612]
trace/000_050_00003.dat: sad 0.517435 [gold -6.46217 .. 10.5272] [out -6.13176 .. 9.07472]
trace/000_050_00004.dat: sad 0.527696 [gold -7.90254 .. 5.21197] [out -8.13926 .. 4.46605]
trace/000_050_00005.dat: sad 0.195072 [gold -1.78864 .. 2.15042] [out -0.688385 .. 2.67202]
trace/000_050_00006.dat: sad 0.649142 [gold -14.2004 .. 14.143] [out -13.933 .. 14.1541]
trace/000_050_00007.dat: sad 0.570626 [gold -5.15864 .. 3.13227] [out -5.18382 .. 3.6694]
trace/000_050_00008.dat: sad 0.0802383 [gold -0.321629 .. 1.68622] [out -0.34518 .. 1.62683]
trace/000_050_00009.dat: sad 0.651057 [gold -10.8826 .. 9.83112] [out -9.59748 .. 10.2932]
trace/000_050_00010.dat: sad 0.606082 [gold -5.7151 .. 5.95443] [out -4.92006 .. 2.91733]
trace/000_050_00011.dat: sad 0.107216 [gold -0.391006 .. 1.33616] [out -0.291572 .. 1.20526]
trace/000_050_00012.dat: sad 0.509515 [gold -6.62926 .. 5.93513] [out -6.0059 .. 5.17435]
trace/000_050_00013.dat: sad 0.485601 [gold -4.52615 .. 4.15074] [out -3.56507 .. 2.78832]
trace/000_050_00014.dat: sad 0.0946363 [gold -0.334233 .. 0.684826] [out -0.365251 .. 1.28675]
trace/000_050_00015.dat: sad 0.479833 [gold -5.7515 .. 5.32123] [out -4.82831 .. 4.86985]
trace/000_050_00016.dat: sad 0.506063 [gold -4.11872 .. 4.27183] [out -4.24871 .. 4.41822]
trace/000_050_00017.dat: sad 0.0893807 [gold -0.334228 .. 0.579698] [out -0.359643 .. 0.431306]
trace/000_050_00018.dat: sad 0.443719 [gold -4.65888 .. 4.86632] [out -3.71661 .. 3.9308]
trace/000_050_00019.dat: sad 0.459634 [gold -4.36843 .. 3.17214] [out -3.8051 .. 3.2471]
trace/000_050_00020.dat: sad 0.0656106 [gold -0.245399 .. 0.360601] [out -0.367844 .. 0.81507]
trace/000_050_00021.dat: sad 0.468891 [gold -4.01483 .. 3.9217] [out -3.32772 .. 3.67987]
trace/000_050_00022.dat: sad 0.480302 [gold -4.15771 .. 4.33574] [out -4.18375 .. 2.62194]
trace/000_050_00023.dat: sad 0.0552861 [gold -0.213194 .. 0.381491] [out -0.200336 .. 0.215375]
trace/000_050_00024.dat: sad 0.38471 [gold -6.35485 .. 5.01233] [out -6.16201 .. 4.00362]
trace/000_050_00025.dat: sad 0.429046 [gold -4.39358 .. 3.89072] [out -3.82708 .. 2.63807]
trace/000_050_00026.dat: sad 0.0488012 [gold -0.193013 .. 0.892038] [out -0.177042 .. 0.607072]
trace/000_050_00027.dat: sad 0.355943 [gold -7.34815 .. 3.73147] [out -6.89887 .. 3.77728]
trace/000_050_00028.dat: sad 0.399591 [gold -4.25706 .. 3.79595] [out -3.44575 .. 4.03899]
trace/000_050_00029.dat: sad 0.0563865 [gold -0.212786 .. 0.777087] [out -0.219161 .. 0.442781]
trace/000_050_00030.dat: sad 0.387458 [gold -6.71582 .. 6.00719] [out -5.80692 .. 4.98515]
trace/000_050_00031.dat: sad 0.434964 [gold -4.23791 .. 6.19628] [out -3.94794 .. 5.29926]
trace/000_050_00032.dat: sad 0.0568715 [gold -0.202774 .. 0.405004] [out -0.182413 .. 0.538518]
trace/000_050_00033.dat: sad 0.407252 [gold -2.21007 .. 2.63688] [out -2.39031 .. 1.98683]
trace/000_050_00034.dat: sad 0.417321 [gold -3.67702 .. 3.14581] [out -3.5606 .. 2.84742]
trace/000_050_00035.dat: sad 0.0577838 [gold -0.224552 .. 0.205013] [out -0.168165 .. 0.171324]
trace/000_050_00036.dat: sad 0.38966 [gold -7.16285 .. 7.47602] [out -6.07224 .. 6.28216]
trace/000_050_00037.dat: sad 0.435564 [gold -3.93696 .. 3.666] [out -4.10231 .. 3.34727]
trace/000_050_00038.dat: sad 0.0548964 [gold -0.239298 .. 0.293243] [out -0.224436 .. 0.277847]
trace/000_050_00039.dat: sad 0.3696 [gold -3.71017 .. 3.16653] [out -2.19377 .. 2.08964]
trace/000_050_00040.dat: sad 0.387678 [gold -3.61147 .. 3.96657] [out -3.65903 .. 2.78732]
trace/000_050_00041.dat: sad 0.0593592 [gold -0.25885 .. 0.247388] [out -0.165929 .. 0.409842]
trace/000_050_00042.dat: sad 0.418181 [gold -2.94806 .. 2.8687] [out -2.93182 .. 2.73139]
trace/000_050_00043.dat: sad 0.415067 [gold -3.27427 .. 3.48035] [out -3.34285 .. 2.35581]
trace/000_050_00044.dat: sad 0.062207 [gold -0.227624 .. 0.229622] [out -0.214901 .. 0.202753]
trace/000_050_00045.dat: sad 0.426823 [gold -2.83461 .. 2.41157] [out -2.10335 .. 2.39921]
trace/000_050_00046.dat: sad 0.422358 [gold -2.97878 .. 3.47804] [out -3.37676 .. 2.36743]
trace/000_050_00047.dat: sad 0.0649965 [gold -0.282889 .. 0.241448] [out -0.217723 .. 0.232762]
trace/000_050_00048.dat: sad 0.442139 [gold -2.80777 .. 2.87421] [out -2.50273 .. 2.64769]
trace/000_050_00049.dat: sad 0.435808 [gold -3.74652 .. 3.56345] [out -3.50659 .. 2.37491]
trace/000_050_00050.dat: sad 0.0775306 [gold -0.457549 .. 0.347208] [out -0.223274 .. 0.660589]
trace/000_050_00051.dat: sad 0.446144 [gold -3.41665 .. 6.63093] [out -3.3473 .. 5.80163]
trace/000_050_00052.dat: sad 0.44415 [gold -3.3279 .. 3.25362] [out -4.11474 .. 6.47148]
trace/000_050_00053.dat: sad 0.0781966 [gold -0.261644 .. 0.251738] [out -0.489567 .. 0.283906]
trace/000_050_00054.dat: sad 0.480575 [gold -7.21766 .. 7.79535] [out -8.08552 .. 8.32996]
trace/000_050_00055.dat: sad 0.494173 [gold -5.0927 .. 4.82417] [out -4.79317 .. 5.21913]
trace/000_050_00056.dat: sad 0.0801796 [gold -0.338084 .. 0.313943] [out -0.312849 .. 0.413227]
trace/000_050_00057.dat: sad 0.512668 [gold -5.59587 .. 6.48848] [out -5.0628 .. 5.11839]
trace/000_050_00058.dat: sad 0.516044 [gold -4.01626 .. 3.15291] [out -4.26627 .. 3.88215]
trace/000_050_00059.dat: sad 0.0925484 [gold -0.335478 .. 0.446711] [out -0.350807 .. 0.578658]
trace/000_050_00060.dat: sad 0.571206 [gold -7.18423 .. 5.92316] [out -5.97418 .. 4.76965]
trace/000_050_00061.dat: sad 0.595978 [gold -4.5296 .. 3.68846] [out -4.68794 .. 4.63067]
trace/000_050_00062.dat: sad 0.10956 [gold -0.49642 .. 0.363611] [out -0.680756 .. 0.410067]
trace/000_050_00063.dat: sad 0.612053 [gold -4.68888 .. 10.6903] [out -5.0151 .. 10.5124]
trace/000_050_00064.dat: sad 0.6384 [gold -6.13147 .. 3.92461] [out -4.54389 .. 6.6296]
trace/000_050_00065.dat: sad 0.109999 [gold -0.379573 .. 0.367965] [out -0.76212 .. 0.398011]
trace/000_050_00066.dat: sad 0.698849 [gold -8.1161 .. 4.8777] [out -7.94374 .. 4.96609]
trace/000_050_00067.dat: sad 0.727335 [gold -5.91982 .. 4.15507] [out -5.51551 .. 6.73622]
trace/000_050_00068.dat: sad 0.110178 [gold -0.51375 .. 0.455773] [out -0.965377 .. 0.385478]
trace/000_050_00069.dat: sad 0.704139 [gold -5.87477 .. 8.07814] [out -5.40407 .. 8.13339]
trace/000_050_00070.dat: sad 0.706317 [gold -6.52457 .. 4.52137] [out -5.95862 .. 4.15133]
trace/000_050_00071.dat: sad 0.116693 [gold -0.821867 .. 0.719365] [out -1.30047 .. 0.595189]
trace/000_050_00072.dat: sad 0.708199 [gold -6.2274 .. 14.2242] [out -5.30543 .. 15.3261]
trace/000_050_00073.dat: sad 0.709279 [gold -7.85651 .. 4.93877] [out -5.49708 .. 6.05848]
trace/000_050_00074.dat: sad 0.125995 [gold -1.51467 .. 0.737573] [out -0.908005 .. 0.89027]
trace/000_050_00075.dat: sad 0.647067 [gold -15.8108 .. 17.354] [out -14.6421 .. 16.294]
trace/000_050_00076.dat: sad 0.644078 [gold -9.71263 .. 6.80714] [out -7.72481 .. 6.60369]
trace/000_050_00077.dat: sad 0.1648 [gold -2.66068 .. 1.28021] [out -1.88056 .. 1.81644]
trace/000_050_00078.dat: sad 0.631009 [gold -11.6137 .. 16.4072] [out -15.1589 .. 19.5115]
trace/000_050_00079.dat: sad 0.620762 [gold -8.43368 .. 7.18876] [out -10.5363 .. 9.13313]
trace/000_050_00080.dat: sad 0.106006 [gold -3.17345 .. 3.22854] [out -2.32926 .. 2.16984]
trace/000_050_00081.dat: sad 0.720672 [gold -15.86 .. 21.0361] [out -19.8397 .. 19.3931]
trace/000_050_00082.dat: sad 0.657313 [gold -8.88717 .. 8.76688] [out -12.4096 .. 10.116]
trace/000_050_00083.dat: sad 0.101754 [gold -3.4167 .. 1.90503] [out -2.66625 .. 2.14164]
trace/000_050_00084.dat: sad 2.94405 [gold 156.57 .. 278.772] [out 149.465 .. 282.594]
 filledtrace/000_051_00000.dat: sad 1.31128 [gold -51.8038 .. 49.7848] [out -44.0791 .. 44.751]
trace/000_051_00001.dat: sad 0.505763 [gold -13.561 .. 16.4984] [out -12.6772 .. 16.1912]
trace/000_051_00002.dat: sad 0.346662 [gold -4.65908 .. 4.42384] [out -4.65922 .. 3.85179]
trace/000_051_00003.dat: sad 0.511244 [gold -6.6958 .. 9.92985] [out -7.15777 .. 9.62548]
trace/000_051_00004.dat: sad 0.546278 [gold -8.10008 .. 5.59925] [out -7.18304 .. 5.80384]
trace/000_051_00005.dat: sad 0.259222 [gold -1.37814 .. 4.21408] [out -1.28145 .. 1.36299]
trace/000_051_00006.dat: sad 0.648507 [gold -13.035 .. 12.606] [out -16.0703 .. 14.5781]
trace/000_051_00007.dat: sad 0.647605 [gold -4.95576 .. 2.51137] [out -6.07862 .. 3.43926]
trace/000_051_00008.dat: sad 0.0817063 [gold -0.476495 .. 1.68242] [out -0.354252 .. 1.1421]
trace/000_051_00009.dat: sad 0.634878 [gold -10.2515 .. 10.2164] [out -10.466 .. 10.8728]
trace/000_051_00010.dat: sad 0.570036 [gold -4.19377 .. 3.27237] [out -5.02829 .. 3.10047]
trace/000_051_00011.dat: sad 0.0977777 [gold -0.415128 .. 1.59116] [out -0.359264 .. 1.26134]
trace/000_051_00012.dat: sad 0.53125 [gold -5.70067 .. 5.60131] [out -10.9273 .. 6.16628]
trace/000_051_00013.dat: sad 0.497589 [gold -4.27504 .. 5.8622] [out -4.10972 .. 3.20752]
trace/000_051_00014.dat: sad 0.100086 [gold -0.539477 .. 1.43947] [out -0.361959 .. 0.922866]
trace/000_051_00015.dat: sad 0.503013 [gold -5.26949 .. 4.98701] [out -5.21101 .. 5.48298]
trace/000_051_00016.dat: sad 0.488209 [gold -4.10586 .. 5.27162] [out -4.52304 .. 6.55323]
trace/000_051_00017.dat: sad 0.0917001 [gold -0.422838 .. 0.699404] [out -0.285058 .. 0.340574]
trace/000_051_00018.dat: sad 0.443472 [gold -4.06768 .. 4.26695] [out -4.30741 .. 4.20924]
trace/000_051_00019.dat: sad 0.456531 [gold -3.64458 .. 3.52675] [out -4.05028 .. 2.95773]
trace/000_051_00020.dat: sad 0.0667511 [gold -0.418286 .. 0.842106] [out -0.279874 .. 0.437345]
trace/000_051_00021.dat: sad 0.463054 [gold -3.49705 .. 3.54763] [out -3.91981 .. 4.47304]
trace/000_051_00022.dat: sad 0.502145 [gold -4.21881 .. 3.41772] [out -4.28083 .. 5.17433]
trace/000_051_00023.dat: sad 0.0544561 [gold -0.256284 .. 0.219743] [out -0.220231 .. 0.485691]
trace/000_051_00024.dat: sad 0.390481 [gold -6.08569 .. 4.34213] [out -6.0516 .. 3.79431]
trace/000_051_00025.dat: sad 0.42689 [gold -4.1557 .. 4.08536] [out -3.86217 .. 3.09615]
trace/000_051_00026.dat: sad 0.0491435 [gold -0.193766 .. 0.572439] [out -0.202072 .. 0.985142]
trace/000_051_00027.dat: sad 0.353287 [gold -7.31645 .. 3.3955] [out -7.05787 .. 3.61877]
trace/000_051_00028.dat: sad 0.382487 [gold -4.15586 .. 3.82462] [out -3.78981 .. 4.05418]
trace/000_051_00029.dat: sad 0.0541092 [gold -0.311028 .. 0.455873] [out -0.266434 .. 0.721882]
trace/000_051_00030.dat: sad 0.380346 [gold -6.67109 .. 5.76091] [out -6.60096 .. 5.48272]
trace/000_051_00031.dat: sad 0.418437 [gold -4.19331 .. 5.81966] [out -4.04285 .. 5.66278]
trace/000_051_00032.dat: sad 0.0545069 [gold -0.258479 .. 0.553121] [out -0.272509 .. 0.267103]
trace/000_051_00033.dat: sad 0.40569 [gold -2.16982 .. 2.51502] [out -2.5784 .. 2.13389]
trace/000_051_00034.dat: sad 0.416463 [gold -4.57706 .. 2.84647] [out -3.30563 .. 2.0787]
trace/000_051_00035.dat: sad 0.0569299 [gold -0.195731 .. 0.177369] [out -0.224266 .. 0.481859]
trace/000_051_00036.dat: sad 0.389796 [gold -6.96921 .. 7.03309] [out -6.57827 .. 6.34579]
trace/000_051_00037.dat: sad 0.430401 [gold -4.34412 .. 2.67145] [out -3.84077 .. 3.52437]
trace/000_051_00038.dat: sad 0.0538784 [gold -0.24166 .. 0.38178] [out -0.19638 .. 0.187244]
trace/000_051_00039.dat: sad 0.361265 [gold -4.43011 .. 3.0364] [out -2.27365 .. 2.20133]
trace/000_051_00040.dat: sad 0.375314 [gold -3.71081 .. 3.55322] [out -3.40048 .. 3.24981]
trace/000_051_00041.dat: sad 0.0582469 [gold -0.236447 .. 0.296021] [out -0.229875 .. 0.18266]
trace/000_051_00042.dat: sad 0.416684 [gold -3.38245 .. 3.02654] [out -2.64009 .. 2.44875]
trace/000_051_00043.dat: sad 0.419017 [gold -3.40778 .. 2.93611] [out -3.16732 .. 2.24033]
trace/000_051_00044.dat: sad 0.0635912 [gold -0.265959 .. 0.25348] [out -0.196088 .. 0.203391]
trace/000_051_00045.dat: sad 0.455211 [gold -2.49304 .. 2.56418] [out -2.41979 .. 2.13111]
trace/000_051_00046.dat: sad 0.445702 [gold -3.36799 .. 2.95363] [out -3.76252 .. 2.63999]
trace/000_051_00047.dat: sad 0.0683172 [gold -0.31499 .. 0.27071] [out -0.233723 .. 0.249938]
trace/000_051_00048.dat: sad 0.462914 [gold -3.01579 .. 2.91368] [out -2.82207 .. 2.39145]
trace/000_051_00049.dat: sad 0.448384 [gold -4.1368 .. 4.32719] [out -3.45791 .. 2.81899]
trace/000_051_00050.dat: sad 0.074626 [gold -0.287285 .. 0.294611] [out -0.28702 .. 0.395802]
trace/000_051_00051.dat: sad 0.455428 [gold -3.74183 .. 6.58347] [out -3.63735 .. 5.93527]
trace/000_051_00052.dat: sad 0.449555 [gold -3.94209 .. 3.39411] [out -4.19298 .. 4.35843]
trace/000_051_00053.dat: sad 0.0768789 [gold -0.321529 .. 0.564338] [out -0.305949 .. 0.288814]
trace/000_051_00054.dat: sad 0.487234 [gold -7.51968 .. 8.8758] [out -8.29802 .. 8.13515]
trace/000_051_00055.dat: sad 0.491069 [gold -4.18951 .. 4.17113] [out -5.33997 .. 3.89781]
trace/000_051_00056.dat: sad 0.0925092 [gold -0.398361 .. 0.365065] [out -0.280835 .. 0.29181]
trace/000_051_00057.dat: sad 0.507531 [gold -5.89996 .. 6.37136] [out -4.86479 .. 5.67059]
trace/000_051_00058.dat: sad 0.505937 [gold -4.21957 .. 3.54086] [out -4.38071 .. 4.00397]
trace/000_051_00059.dat: sad 0.0967748 [gold -0.451215 .. 0.488799] [out -0.312496 .. 0.293974]
trace/000_051_00060.dat: sad 0.541784 [gold -7.19139 .. 5.89097] [out -6.53601 .. 5.62743]
trace/000_051_00061.dat: sad 0.557345 [gold -4.34374 .. 3.66007] [out -4.3994 .. 4.51061]
trace/000_051_00062.dat: sad 0.103709 [gold -0.754772 .. 0.388862] [out -0.568337 .. 0.363165]
trace/000_051_00063.dat: sad 0.590552 [gold -5.05113 .. 10.8205] [out -4.46716 .. 10.7302]
trace/000_051_00064.dat: sad 0.601604 [gold -4.95584 .. 4.10653] [out -5.1386 .. 5.87709]
trace/000_051_00065.dat: sad 0.118287 [gold -0.417076 .. 0.418485] [out -0.832941 .. 0.378573]
trace/000_051_00066.dat: sad 0.669243 [gold -6.83706 .. 4.82296] [out -8.40674 .. 5.60877]
trace/000_051_00067.dat: sad 0.694741 [gold -5.40624 .. 3.93562] [out -5.47197 .. 4.04836]
trace/000_051_00068.dat: sad 0.110996 [gold -0.731781 .. 0.397651] [out -0.533025 .. 0.392446]
trace/000_051_00069.dat: sad 0.660788 [gold -5.14078 .. 7.44388] [out -5.51161 .. 7.5165]
trace/000_051_00070.dat: sad 0.676024 [gold -6.04428 .. 5.94943] [out -5.7818 .. 5.25714]
